userId	geneSymbol	geneName	entrezgene	gLink
Tom1l2	Tom1l2	target of myb1-like 2 (chicken)	216810	https://www.ncbi.nlm.nih.gov/gene/?term=216810
Nova2	Nova2	neuro-oncological ventral antigen 2	384569	https://www.ncbi.nlm.nih.gov/gene/?term=384569
Parm1	Parm1	prostate androgen-regulated mucin-like protein 1	231440	https://www.ncbi.nlm.nih.gov/gene/?term=231440
Atp2b1	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	67972	https://www.ncbi.nlm.nih.gov/gene/?term=67972
Slc25a22	Slc25a22	solute carrier family 25 (mitochondrial carrier, glutamate), member 22	68267	https://www.ncbi.nlm.nih.gov/gene/?term=68267
Il1rap	Il1rap	interleukin 1 receptor accessory protein	16180	https://www.ncbi.nlm.nih.gov/gene/?term=16180
Pcdhgc3	Pcdhgc3	protocadherin gamma subfamily C, 3	93706	https://www.ncbi.nlm.nih.gov/gene/?term=93706
Map7d2	Map7d2	MAP7 domain containing 2	78283	https://www.ncbi.nlm.nih.gov/gene/?term=78283
Asns	Asns	asparagine synthetase	27053	https://www.ncbi.nlm.nih.gov/gene/?term=27053
Hspa4l	Hspa4l	heat shock protein 4 like	18415	https://www.ncbi.nlm.nih.gov/gene/?term=18415
Gabra1	Gabra1	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1	14394	https://www.ncbi.nlm.nih.gov/gene/?term=14394
Sorbs1	Sorbs1	sorbin and SH3 domain containing 1	20411	https://www.ncbi.nlm.nih.gov/gene/?term=20411
Lrp4	Lrp4	low density lipoprotein receptor-related protein 4	228357	https://www.ncbi.nlm.nih.gov/gene/?term=228357
Rasgef1a	Rasgef1a	RasGEF domain family, member 1A	70727	https://www.ncbi.nlm.nih.gov/gene/?term=70727
Nefl	Nefl	neurofilament, light polypeptide	18039	https://www.ncbi.nlm.nih.gov/gene/?term=18039
Drc3	Drc3	dynein regulatory complex subunit 3	74665	https://www.ncbi.nlm.nih.gov/gene/?term=74665
Fasn	Fasn	fatty acid synthase	14104	https://www.ncbi.nlm.nih.gov/gene/?term=14104
Macrod2	Macrod2	MACRO domain containing 2	72899	https://www.ncbi.nlm.nih.gov/gene/?term=72899
Matr3	Matr3	matrin 3	17184	https://www.ncbi.nlm.nih.gov/gene/?term=17184
Fhl1	Fhl1	four and a half LIM domains 1	14199	https://www.ncbi.nlm.nih.gov/gene/?term=14199
Ppme1	Ppme1	protein phosphatase methylesterase 1	72590	https://www.ncbi.nlm.nih.gov/gene/?term=72590
Map9	Map9	microtubule-associated protein 9	213582	https://www.ncbi.nlm.nih.gov/gene/?term=213582
Lynx1	Lynx1	Ly6/neurotoxin 1	23936	https://www.ncbi.nlm.nih.gov/gene/?term=23936
Coro2b	Coro2b	coronin, actin binding protein, 2B	235431	https://www.ncbi.nlm.nih.gov/gene/?term=235431
Ctif	Ctif	CBP80/20-dependent translation initiation factor	269037	https://www.ncbi.nlm.nih.gov/gene/?term=269037
Cntnap2	Cntnap2	contactin associated protein-like 2	66797	https://www.ncbi.nlm.nih.gov/gene/?term=66797
Nlgn2	Nlgn2	neuroligin 2	216856	https://www.ncbi.nlm.nih.gov/gene/?term=216856
Rps6ka5	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5	73086	https://www.ncbi.nlm.nih.gov/gene/?term=73086
Ina	Ina	internexin neuronal intermediate filament protein, alpha	226180	https://www.ncbi.nlm.nih.gov/gene/?term=226180
Gpr37l1	Gpr37l1	G protein-coupled receptor 37-like 1	171469	https://www.ncbi.nlm.nih.gov/gene/?term=171469
St8sia3	St8sia3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	20451	https://www.ncbi.nlm.nih.gov/gene/?term=20451
Wnt7a	Wnt7a	wingless-type MMTV integration site family, member 7A	22421	https://www.ncbi.nlm.nih.gov/gene/?term=22421
Pnma2	Pnma2	paraneoplastic antigen MA2	239157	https://www.ncbi.nlm.nih.gov/gene/?term=239157
Tecr	Tecr	trans-2,3-enoyl-CoA reductase	106529	https://www.ncbi.nlm.nih.gov/gene/?term=106529
Lpar1	Lpar1	lysophosphatidic acid receptor 1	14745	https://www.ncbi.nlm.nih.gov/gene/?term=14745
Dusp26	Dusp26	dual specificity phosphatase 26 (putative)	66959	https://www.ncbi.nlm.nih.gov/gene/?term=66959
Syt4	Syt4	synaptotagmin IV	20983	https://www.ncbi.nlm.nih.gov/gene/?term=20983
Dpp10	Dpp10	dipeptidylpeptidase 10	269109	https://www.ncbi.nlm.nih.gov/gene/?term=269109
Cnst	Cnst	consortin, connexin sorting protein	226744	https://www.ncbi.nlm.nih.gov/gene/?term=226744
Pdp1	Pdp1	pyruvate dehyrogenase phosphatase catalytic subunit 1	381511	https://www.ncbi.nlm.nih.gov/gene/?term=381511
Pdzd4	Pdzd4	PDZ domain containing 4	245469	https://www.ncbi.nlm.nih.gov/gene/?term=245469
Pdk4	Pdk4	pyruvate dehydrogenase kinase, isoenzyme 4	27273	https://www.ncbi.nlm.nih.gov/gene/?term=27273
Zc2hc1a	Zc2hc1a	zinc finger, C2HC-type containing 1A	67306	https://www.ncbi.nlm.nih.gov/gene/?term=67306
Pam	Pam	peptidylglycine alpha-amidating monooxygenase	18484	https://www.ncbi.nlm.nih.gov/gene/?term=18484
Pcp4l1	Pcp4l1	Purkinje cell protein 4-like 1	66425	https://www.ncbi.nlm.nih.gov/gene/?term=66425
Ncald	Ncald	neurocalcin delta	52589	https://www.ncbi.nlm.nih.gov/gene/?term=52589
Pou3f1	Pou3f1	POU domain, class 3, transcription factor 1	18991	https://www.ncbi.nlm.nih.gov/gene/?term=18991
Cdh10	Cdh10	cadherin 10	320873	https://www.ncbi.nlm.nih.gov/gene/?term=320873
Caskin1	Caskin1	CASK interacting protein 1	268932	https://www.ncbi.nlm.nih.gov/gene/?term=268932
Acsl3	Acsl3	acyl-CoA synthetase long-chain family member 3	74205	https://www.ncbi.nlm.nih.gov/gene/?term=74205
Lrch2	Lrch2	leucine-rich repeats and calponin homology (CH) domain containing 2	210297	https://www.ncbi.nlm.nih.gov/gene/?term=210297
Gpr162	Gpr162	G protein-coupled receptor 162	14788	https://www.ncbi.nlm.nih.gov/gene/?term=14788
Gm42372	Gm42372	predicted gene, 42372	105247240	https://www.ncbi.nlm.nih.gov/gene/?term=105247240
Ptk7	Ptk7	PTK7 protein tyrosine kinase 7	71461	https://www.ncbi.nlm.nih.gov/gene/?term=71461
Sst	Sst	somatostatin	20604	https://www.ncbi.nlm.nih.gov/gene/?term=20604
Rap1gap	Rap1gap	Rap1 GTPase-activating protein	110351	https://www.ncbi.nlm.nih.gov/gene/?term=110351
Mpp2	Mpp2	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	50997	https://www.ncbi.nlm.nih.gov/gene/?term=50997
Stk32c	Stk32c	serine/threonine kinase 32C	57740	https://www.ncbi.nlm.nih.gov/gene/?term=57740
Ip6k1	Ip6k1	inositol hexaphosphate kinase 1	27399	https://www.ncbi.nlm.nih.gov/gene/?term=27399
Rims4	Rims4	regulating synaptic membrane exocytosis 4	241770	https://www.ncbi.nlm.nih.gov/gene/?term=241770
Camk2g	Camk2g	calcium/calmodulin-dependent protein kinase II gamma	12325	https://www.ncbi.nlm.nih.gov/gene/?term=12325
Map1b	Map1b	microtubule-associated protein 1B	17755	https://www.ncbi.nlm.nih.gov/gene/?term=17755
Brinp2	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	240843	https://www.ncbi.nlm.nih.gov/gene/?term=240843
Pcdhga10	Pcdhga10	protocadherin gamma subfamily A, 10	93722	https://www.ncbi.nlm.nih.gov/gene/?term=93722
Dlg3	Dlg3	discs large MAGUK scaffold protein 3	53310	https://www.ncbi.nlm.nih.gov/gene/?term=53310
Gpd2	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial	14571	https://www.ncbi.nlm.nih.gov/gene/?term=14571
Ppa1	Ppa1	pyrophosphatase (inorganic) 1	67895	https://www.ncbi.nlm.nih.gov/gene/?term=67895
D430019H16Rik	D430019H16Rik	RIKEN cDNA D430019H16 gene	268595	https://www.ncbi.nlm.nih.gov/gene/?term=268595
Stxbp1	Stxbp1	syntaxin binding protein 1	20910	https://www.ncbi.nlm.nih.gov/gene/?term=20910
Ddr1	Ddr1	discoidin domain receptor family, member 1	12305	https://www.ncbi.nlm.nih.gov/gene/?term=12305
Pnkd	Pnkd	paroxysmal nonkinesiogenic dyskinesia	56695	https://www.ncbi.nlm.nih.gov/gene/?term=56695
Ociad2	Ociad2	OCIA domain containing 2	433904	https://www.ncbi.nlm.nih.gov/gene/?term=433904
Opcml	Opcml	opioid binding protein/cell adhesion molecule-like	330908	https://www.ncbi.nlm.nih.gov/gene/?term=330908
Sp9	Sp9	trans-acting transcription factor 9	381373	https://www.ncbi.nlm.nih.gov/gene/?term=381373
Dnajc6	Dnajc6	DnaJ heat shock protein family (Hsp40) member C6	72685	https://www.ncbi.nlm.nih.gov/gene/?term=72685
Got2	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	14719	https://www.ncbi.nlm.nih.gov/gene/?term=14719
Slitrk1	Slitrk1	SLIT and NTRK-like family, member 1	76965	https://www.ncbi.nlm.nih.gov/gene/?term=76965
Enpp6	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	320981	https://www.ncbi.nlm.nih.gov/gene/?term=320981
Actr1b	Actr1b	ARP1 actin-related protein 1B, centractin beta	226977	https://www.ncbi.nlm.nih.gov/gene/?term=226977
Adcyap1r1	Adcyap1r1	adenylate cyclase activating polypeptide 1 receptor 1	11517	https://www.ncbi.nlm.nih.gov/gene/?term=11517
Ap3b2	Ap3b2	adaptor-related protein complex 3, beta 2 subunit	11775	https://www.ncbi.nlm.nih.gov/gene/?term=11775
Pllp	Pllp	plasma membrane proteolipid	67801	https://www.ncbi.nlm.nih.gov/gene/?term=67801
Wscd2	Wscd2	WSC domain containing 2	320916	https://www.ncbi.nlm.nih.gov/gene/?term=320916
Nos1	Nos1	nitric oxide synthase 1, neuronal	18125	https://www.ncbi.nlm.nih.gov/gene/?term=18125
Plppr5	Plppr5	phospholipid phosphatase related 5	75769	https://www.ncbi.nlm.nih.gov/gene/?term=75769
Aplp2	Aplp2	amyloid beta (A4) precursor-like protein 2	11804	https://www.ncbi.nlm.nih.gov/gene/?term=11804
Adgrl1	Adgrl1	adhesion G protein-coupled receptor L1	330814	https://www.ncbi.nlm.nih.gov/gene/?term=330814
Gldc	Gldc	glycine decarboxylase	104174	https://www.ncbi.nlm.nih.gov/gene/?term=104174
Dgkg	Dgkg	diacylglycerol kinase, gamma	110197	https://www.ncbi.nlm.nih.gov/gene/?term=110197
Osbpl1a	Osbpl1a	oxysterol binding protein-like 1A	64291	https://www.ncbi.nlm.nih.gov/gene/?term=64291
Fam57b	Fam57b	family with sequence similarity 57, member B	68952	https://www.ncbi.nlm.nih.gov/gene/?term=68952
Bbs4	Bbs4	Bardet-Biedl syndrome 4 (human)	102774	https://www.ncbi.nlm.nih.gov/gene/?term=102774
Prkcz	Prkcz	protein kinase C, zeta	18762	https://www.ncbi.nlm.nih.gov/gene/?term=18762
Rnf150	Rnf150	ring finger protein 150	330812	https://www.ncbi.nlm.nih.gov/gene/?term=330812
Oaz2	Oaz2	ornithine decarboxylase antizyme 2	18247	https://www.ncbi.nlm.nih.gov/gene/?term=18247
Pcdhga6	Pcdhga6	protocadherin gamma subfamily A, 6	93714	https://www.ncbi.nlm.nih.gov/gene/?term=93714
Pak1	Pak1	p21 (RAC1) activated kinase 1	18479	https://www.ncbi.nlm.nih.gov/gene/?term=18479
Ttll7	Ttll7	tubulin tyrosine ligase-like family, member 7	70892	https://www.ncbi.nlm.nih.gov/gene/?term=70892
Slain1	Slain1	SLAIN motif family, member 1	105439	https://www.ncbi.nlm.nih.gov/gene/?term=105439
Lrrtm3	Lrrtm3	leucine rich repeat transmembrane neuronal 3	216028	https://www.ncbi.nlm.nih.gov/gene/?term=216028
Mapk10	Mapk10	mitogen-activated protein kinase 10	26414	https://www.ncbi.nlm.nih.gov/gene/?term=26414
Atg13	Atg13	autophagy related 13	51897	https://www.ncbi.nlm.nih.gov/gene/?term=51897
Gal3st3	Gal3st3	galactose-3-O-sulfotransferase 3	545276	https://www.ncbi.nlm.nih.gov/gene/?term=545276
Rasgrp2	Rasgrp2	RAS, guanyl releasing protein 2	19395	https://www.ncbi.nlm.nih.gov/gene/?term=19395
Trim37	Trim37	tripartite motif-containing 37	68729	https://www.ncbi.nlm.nih.gov/gene/?term=68729
Polr3h	Polr3h	polymerase (RNA) III (DNA directed) polypeptide H	78929	https://www.ncbi.nlm.nih.gov/gene/?term=78929
Fam181b	Fam181b	family with sequence similarity 181, member B	58238	https://www.ncbi.nlm.nih.gov/gene/?term=58238
Clip3	Clip3	CAP-GLY domain containing linker protein 3	76686	https://www.ncbi.nlm.nih.gov/gene/?term=76686
Camk2b	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	12323	https://www.ncbi.nlm.nih.gov/gene/?term=12323
Hrasls	Hrasls	HRAS-like suppressor	27281	https://www.ncbi.nlm.nih.gov/gene/?term=27281
Lpcat4	Lpcat4	lysophosphatidylcholine acyltransferase 4	99010	https://www.ncbi.nlm.nih.gov/gene/?term=99010
Inf2	Inf2	inverted formin, FH2 and WH2 domain containing	70435	https://www.ncbi.nlm.nih.gov/gene/?term=70435
Kcnc3	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3	16504	https://www.ncbi.nlm.nih.gov/gene/?term=16504
Stk25	Stk25	serine/threonine kinase 25 (yeast)	59041	https://www.ncbi.nlm.nih.gov/gene/?term=59041
Asic4	Asic4	acid-sensing (proton-gated) ion channel family member 4	241118	https://www.ncbi.nlm.nih.gov/gene/?term=241118
Mdh1	Mdh1	malate dehydrogenase 1, NAD (soluble)	17449	https://www.ncbi.nlm.nih.gov/gene/?term=17449
Acot7	Acot7	acyl-CoA thioesterase 7	70025	https://www.ncbi.nlm.nih.gov/gene/?term=70025
Galnt16	Galnt16	polypeptide N-acetylgalactosaminyltransferase 16	108760	https://www.ncbi.nlm.nih.gov/gene/?term=108760
Scn3b	Scn3b	sodium channel, voltage-gated, type III, beta	235281	https://www.ncbi.nlm.nih.gov/gene/?term=235281
Slitrk2	Slitrk2	SLIT and NTRK-like family, member 2	245450	https://www.ncbi.nlm.nih.gov/gene/?term=245450
Rbfox3	Rbfox3	RNA binding protein, fox-1 homolog (C. elegans) 3	52897	https://www.ncbi.nlm.nih.gov/gene/?term=52897
Soga3	Soga3	SOGA family member 3	67412	https://www.ncbi.nlm.nih.gov/gene/?term=67412
Rgs6	Rgs6	regulator of G-protein signaling 6	50779	https://www.ncbi.nlm.nih.gov/gene/?term=50779
Pink1	Pink1	PTEN induced putative kinase 1	68943	https://www.ncbi.nlm.nih.gov/gene/?term=68943
Aldoa	Aldoa	aldolase A, fructose-bisphosphate	11674	https://www.ncbi.nlm.nih.gov/gene/?term=11674
Gabarapl1	Gabarapl1	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1	57436	https://www.ncbi.nlm.nih.gov/gene/?term=57436
Rusc2	Rusc2	RUN and SH3 domain containing 2	100213	https://www.ncbi.nlm.nih.gov/gene/?term=100213
Galnt18	Galnt18	polypeptide N-acetylgalactosaminyltransferase 18	233733	https://www.ncbi.nlm.nih.gov/gene/?term=233733
Zfp365	Zfp365	zinc finger protein 365	216049	https://www.ncbi.nlm.nih.gov/gene/?term=216049
Ttc19	Ttc19	tetratricopeptide repeat domain 19	72795	https://www.ncbi.nlm.nih.gov/gene/?term=72795
Celf4	Celf4	CUGBP, Elav-like family member 4	108013	https://www.ncbi.nlm.nih.gov/gene/?term=108013
Mt3	Mt3	metallothionein 3	17751	https://www.ncbi.nlm.nih.gov/gene/?term=17751
Bace1	Bace1	beta-site APP cleaving enzyme 1	23821	https://www.ncbi.nlm.nih.gov/gene/?term=23821
Ppp1r14a	Ppp1r14a	protein phosphatase 1, regulatory inhibitor subunit 14A	68458	https://www.ncbi.nlm.nih.gov/gene/?term=68458
Ncan	Ncan	neurocan	13004	https://www.ncbi.nlm.nih.gov/gene/?term=13004
Cdk16	Cdk16	cyclin-dependent kinase 16	18555	https://www.ncbi.nlm.nih.gov/gene/?term=18555
Ppp1r16b	Ppp1r16b	protein phosphatase 1, regulatory subunit 16B	228852	https://www.ncbi.nlm.nih.gov/gene/?term=228852
Cbarp	Cbarp	calcium channel, voltage-dependent, beta subunit associated regulatory protein	100503659	https://www.ncbi.nlm.nih.gov/gene/?term=100503659
Atl1	Atl1	atlastin GTPase 1	73991	https://www.ncbi.nlm.nih.gov/gene/?term=73991
Fgf14	Fgf14	fibroblast growth factor 14	14169	https://www.ncbi.nlm.nih.gov/gene/?term=14169
2900011O08Rik	2900011O08Rik	RIKEN cDNA 2900011O08 gene	67254	https://www.ncbi.nlm.nih.gov/gene/?term=67254
Tnfrsf19	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	29820	https://www.ncbi.nlm.nih.gov/gene/?term=29820
Slc10a4	Slc10a4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	231290	https://www.ncbi.nlm.nih.gov/gene/?term=231290
Scai	Scai	suppressor of cancer cell invasion	320271	https://www.ncbi.nlm.nih.gov/gene/?term=320271
Arhgef17	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17	207212	https://www.ncbi.nlm.nih.gov/gene/?term=207212
Gria2	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	14800	https://www.ncbi.nlm.nih.gov/gene/?term=14800
Pcp4	Pcp4	Purkinje cell protein 4	18546	https://www.ncbi.nlm.nih.gov/gene/?term=18546
Ppp3r1	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	19058	https://www.ncbi.nlm.nih.gov/gene/?term=19058
Mfge8	Mfge8	milk fat globule-EGF factor 8 protein	17304	https://www.ncbi.nlm.nih.gov/gene/?term=17304
Rhobtb2	Rhobtb2	Rho-related BTB domain containing 2	246710	https://www.ncbi.nlm.nih.gov/gene/?term=246710
Cd200	Cd200	CD200 antigen	17470	https://www.ncbi.nlm.nih.gov/gene/?term=17470
Cntnap5b	Cntnap5b	contactin associated protein-like 5B	241175	https://www.ncbi.nlm.nih.gov/gene/?term=241175
Camk2a	Camk2a	calcium/calmodulin-dependent protein kinase II alpha	12322	https://www.ncbi.nlm.nih.gov/gene/?term=12322
Tbc1d22b	Tbc1d22b	TBC1 domain family, member 22B	381085	https://www.ncbi.nlm.nih.gov/gene/?term=381085
Fto	Fto	fat mass and obesity associated	26383	https://www.ncbi.nlm.nih.gov/gene/?term=26383
Dnajc5	Dnajc5	DnaJ heat shock protein family (Hsp40) member C5	13002	https://www.ncbi.nlm.nih.gov/gene/?term=13002
Timp3	Timp3	tissue inhibitor of metalloproteinase 3	21859	https://www.ncbi.nlm.nih.gov/gene/?term=21859
Phf24	Phf24	PHD finger protein 24	230085	https://www.ncbi.nlm.nih.gov/gene/?term=230085
Cdk5r2	Cdk5r2	cyclin-dependent kinase 5, regulatory subunit 2 (p39)	12570	https://www.ncbi.nlm.nih.gov/gene/?term=12570
Ccp110	Ccp110	centriolar coiled coil protein 110	101565	https://www.ncbi.nlm.nih.gov/gene/?term=101565
Abi2	Abi2	abl-interactor 2	329165	https://www.ncbi.nlm.nih.gov/gene/?term=329165
Lhfpl4	Lhfpl4	lipoma HMGIC fusion partner-like protein 4	269788	https://www.ncbi.nlm.nih.gov/gene/?term=269788
Slco3a1	Slco3a1	solute carrier organic anion transporter family, member 3a1	108116	https://www.ncbi.nlm.nih.gov/gene/?term=108116
Tspyl2	Tspyl2	TSPY-like 2	52808	https://www.ncbi.nlm.nih.gov/gene/?term=52808
Usp46	Usp46	ubiquitin specific peptidase 46	69727	https://www.ncbi.nlm.nih.gov/gene/?term=69727
Plk2	Plk2	polo like kinase 2	20620	https://www.ncbi.nlm.nih.gov/gene/?term=20620
Sorcs1	Sorcs1	sortilin-related VPS10 domain containing receptor 1	58178	https://www.ncbi.nlm.nih.gov/gene/?term=58178
Asic2	Asic2	acid-sensing (proton-gated) ion channel 2	11418	https://www.ncbi.nlm.nih.gov/gene/?term=11418
Fbxl16	Fbxl16	F-box and leucine-rich repeat protein 16	214931	https://www.ncbi.nlm.nih.gov/gene/?term=214931
Elmod1	Elmod1	ELMO/CED-12 domain containing 1	270162	https://www.ncbi.nlm.nih.gov/gene/?term=270162
Cacnb1	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	12295	https://www.ncbi.nlm.nih.gov/gene/?term=12295
Ric3	Ric3	RIC3 acetylcholine receptor chaperone	320360	https://www.ncbi.nlm.nih.gov/gene/?term=320360
Rgs7bp	Rgs7bp	regulator of G-protein signalling 7 binding protein	52882	https://www.ncbi.nlm.nih.gov/gene/?term=52882
Hpcal4	Hpcal4	hippocalcin-like 4	170638	https://www.ncbi.nlm.nih.gov/gene/?term=170638
Chrm4	Chrm4	cholinergic receptor, muscarinic 4	12672	https://www.ncbi.nlm.nih.gov/gene/?term=12672
Zdhhc22	Zdhhc22	zinc finger, DHHC-type containing 22	238331	https://www.ncbi.nlm.nih.gov/gene/?term=238331
Cacnb3	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	12297	https://www.ncbi.nlm.nih.gov/gene/?term=12297
Pdxk	Pdxk	pyridoxal (pyridoxine, vitamin B6) kinase	216134	https://www.ncbi.nlm.nih.gov/gene/?term=216134
Sox8	Sox8	SRY (sex determining region Y)-box 8	20681	https://www.ncbi.nlm.nih.gov/gene/?term=20681
Desi1	Desi1	desumoylating isopeptidase 1	28075	https://www.ncbi.nlm.nih.gov/gene/?term=28075
Nap1l5	Nap1l5	nucleosome assembly protein 1-like 5	58243	https://www.ncbi.nlm.nih.gov/gene/?term=58243
Mtss1l	Mtss1l	metastasis suppressor 1-like	244654	https://www.ncbi.nlm.nih.gov/gene/?term=244654
Klhl29	Klhl29	kelch-like 29	208439	https://www.ncbi.nlm.nih.gov/gene/?term=208439
Ndufaf5	Ndufaf5	NADH:ubiquinone oxidoreductase complex assembly factor 5	69487	https://www.ncbi.nlm.nih.gov/gene/?term=69487
Lgalsl	Lgalsl	lectin, galactoside binding-like	216551	https://www.ncbi.nlm.nih.gov/gene/?term=216551
Rims3	Rims3	regulating synaptic membrane exocytosis 3	242662	https://www.ncbi.nlm.nih.gov/gene/?term=242662
Syt6	Syt6	synaptotagmin VI	54524	https://www.ncbi.nlm.nih.gov/gene/?term=54524
Scn4b	Scn4b	sodium channel, type IV, beta	399548	https://www.ncbi.nlm.nih.gov/gene/?term=399548
Pla2g7	Pla2g7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	27226	https://www.ncbi.nlm.nih.gov/gene/?term=27226
Napg	Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma	108123	https://www.ncbi.nlm.nih.gov/gene/?term=108123
Vsnl1	Vsnl1	visinin-like 1	26950	https://www.ncbi.nlm.nih.gov/gene/?term=26950
Ptprg	Ptprg	protein tyrosine phosphatase, receptor type, G	19270	https://www.ncbi.nlm.nih.gov/gene/?term=19270
Dynll2	Dynll2	dynein light chain LC8-type 2	68097	https://www.ncbi.nlm.nih.gov/gene/?term=68097
Fam107a	Fam107a	family with sequence similarity 107, member A	268709	https://www.ncbi.nlm.nih.gov/gene/?term=268709
Syt7	Syt7	synaptotagmin VII	54525	https://www.ncbi.nlm.nih.gov/gene/?term=54525
Mageh1	Mageh1	melanoma antigen, family H, 1	75625	https://www.ncbi.nlm.nih.gov/gene/?term=75625
Fabp3	Fabp3	fatty acid binding protein 3, muscle and heart	14077	https://www.ncbi.nlm.nih.gov/gene/?term=14077
Etnppl	Etnppl	ethanolamine phosphate phospholyase	71760	https://www.ncbi.nlm.nih.gov/gene/?term=71760
Clip4	Clip4	CAP-GLY domain containing linker protein family, member 4	78785	https://www.ncbi.nlm.nih.gov/gene/?term=78785
Mapk8ip3	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	30957	https://www.ncbi.nlm.nih.gov/gene/?term=30957
Ppp1r1b	Ppp1r1b	protein phosphatase 1, regulatory inhibitor subunit 1B	19049	https://www.ncbi.nlm.nih.gov/gene/?term=19049
Ap2m1	Ap2m1	adaptor-related protein complex 2, mu 1 subunit	11773	https://www.ncbi.nlm.nih.gov/gene/?term=11773
Slc25a44	Slc25a44	solute carrier family 25, member 44	229517	https://www.ncbi.nlm.nih.gov/gene/?term=229517
Apbb1	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1	11785	https://www.ncbi.nlm.nih.gov/gene/?term=11785
1110051M20Rik	1110051M20Rik	RIKEN cDNA 1110051M20 gene	228356	https://www.ncbi.nlm.nih.gov/gene/?term=228356
Schip1	Schip1	schwannomin interacting protein 1	30953	https://www.ncbi.nlm.nih.gov/gene/?term=30953
Arhgap20	Arhgap20	Rho GTPase activating protein 20	244867	https://www.ncbi.nlm.nih.gov/gene/?term=244867
Smpd1	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	20597	https://www.ncbi.nlm.nih.gov/gene/?term=20597
Gria4	Gria4	glutamate receptor, ionotropic, AMPA4 (alpha 4)	14802	https://www.ncbi.nlm.nih.gov/gene/?term=14802
Aldh7a1	Aldh7a1	aldehyde dehydrogenase family 7, member A1	110695	https://www.ncbi.nlm.nih.gov/gene/?term=110695
Gm5113	Gm5113	predicted gene 5113	330503	https://www.ncbi.nlm.nih.gov/gene/?term=330503
Gnao1	Gnao1	guanine nucleotide binding protein, alpha O	14681	https://www.ncbi.nlm.nih.gov/gene/?term=14681
Fam53c	Fam53c	family with sequence similarity 53, member C	66306	https://www.ncbi.nlm.nih.gov/gene/?term=66306
Agap3	Agap3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	213990	https://www.ncbi.nlm.nih.gov/gene/?term=213990
Celf5	Celf5	CUGBP, Elav-like family member 5	319586	https://www.ncbi.nlm.nih.gov/gene/?term=319586
Calm3	Calm3	calmodulin 3	12315	https://www.ncbi.nlm.nih.gov/gene/?term=12315
Tpi1	Tpi1	triosephosphate isomerase 1	21991	https://www.ncbi.nlm.nih.gov/gene/?term=21991
Fam171b	Fam171b	family with sequence similarity 171, member B	241520	https://www.ncbi.nlm.nih.gov/gene/?term=241520
Adora2a	Adora2a	adenosine A2a receptor	11540	https://www.ncbi.nlm.nih.gov/gene/?term=11540
Tceal6	Tceal6	transcription elongation factor A (SII)-like 6	66104	https://www.ncbi.nlm.nih.gov/gene/?term=66104
Sptan1	Sptan1	spectrin alpha, non-erythrocytic 1	20740	https://www.ncbi.nlm.nih.gov/gene/?term=20740
Ncs1	Ncs1	neuronal calcium sensor 1	14299	https://www.ncbi.nlm.nih.gov/gene/?term=14299
Ncoa1	Ncoa1	nuclear receptor coactivator 1	17977	https://www.ncbi.nlm.nih.gov/gene/?term=17977
Ppp2r5d	Ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	21770	https://www.ncbi.nlm.nih.gov/gene/?term=21770
Dgkh	Dgkh	diacylglycerol kinase, eta	380921	https://www.ncbi.nlm.nih.gov/gene/?term=380921
Snca	Snca	synuclein, alpha	20617	https://www.ncbi.nlm.nih.gov/gene/?term=20617
Wee1	Wee1	WEE 1 homolog 1 (S. pombe)	22390	https://www.ncbi.nlm.nih.gov/gene/?term=22390
Gpr88	Gpr88	G-protein coupled receptor 88	64378	https://www.ncbi.nlm.nih.gov/gene/?term=64378
Sfxn3	Sfxn3	sideroflexin 3	94280	https://www.ncbi.nlm.nih.gov/gene/?term=94280
Prmt8	Prmt8	protein arginine N-methyltransferase 8	381813	https://www.ncbi.nlm.nih.gov/gene/?term=381813
